ALogP,LipinskiFailures,TopoPSA,Label
1.3849999999999996,0.0,18.46,0
2.810499999999998,1.0,52.6,0
1.6650999999999998,0.0,112.73000000000002,0
1.8627,0.0,57.370000000000005,0
-0.8839999999999999,0.0,81.72,0
0.9525,0.0,58.2,0
1.96,0.0,75.99,0
4.4591,1.0,54.55,0
1.7192999999999992,1.0,59.31999999999999,0
-1.1771999999999998,0.0,80.85,0
1.8533,1.0,35.53,0
-0.1135000000000002,2.0,77.38,0
0.4006999999999996,0.0,82.03000000000002,0
-0.0947000000000001,1.0,38.33,0
2.1021999999999976,0.0,159.7,0
-0.3509999999999996,0.0,99.43,0
1.5119000000000002,0.0,20.31,0
0.0182999999999997,0.0,38.33,0
2.5296999999999983,0.0,110.96,0
-0.2299000000000001,0.0,37.3,0
2.276799999999996,2.0,35.53,0
-1.0742000000000007,1.0,32.34,0
1.2262000000000008,0.0,30.71,0
0.4378000000000001,0.0,70.79,0
-1.5741,0.0,20.23,0
1.9064999999999968,1.0,12.47,0
1.2491999999999992,0.0,47.36,0
2.1989999999999994,1.0,59.31999999999999,0
0.8866000000000003,0.0,46.53,0
1.4886,1.0,51.56,0
0.1077999999999997,0.0,0.0,0
-0.0163000000000001,0.0,56.790000000000006,0
1.0958,0.0,51.75,0
0.8927999999999997,0.0,29.540000000000003,0
-0.0065000000000001,0.0,73.59,0
1.7435000000000016,1.0,93.61,0
1.0414000000000003,0.0,107.02,0
1.3988,0.0,69.16,0
0.1817,0.0,20.23,0
-0.1396,0.0,60.77,0
1.0835999999999992,0.0,58.400000000000006,0
2.3399,0.0,94.89,0
1.822,0.0,20.23,0
0.2714000000000001,0.0,84.13,0
3.011,0.0,0.0,0
3.4978,0.0,0.0,0
-2.499600000000001,2.0,54.57000000000001,0
1.8614000000000008,0.0,0.0,0
